Feature1,Feature2,Target,Category_A,Category_B,Category_C,Category_D
0.4011986112924841,0.9243996093082153,0.9329364235414814,0,0,0,1
-0.9649215942664532,-0.2602393824777292,-1.0718844015157447,1,0,0,0
-0.008450665625474389,0.5541999243751077,0.9329364235414814,0,1,0,0
0.6667371156246733,1.442679168214566,-1.0718844015157447,0,0,1,0
0.06836416136013121,1.8869187901342952,-1.0718844015157447,0,0,0,1
1.0758611777885878,-0.07513954001117536,0.9329364235414814,1,0,0,0
-1.2915022851941198,-0.445339224944283,-1.0718844015157447,0,1,0,0
0.3409327092005408,-0.445339224944283,0.9329364235414814,0,0,1,0
-0.743076455058154,1.5537390736944985,-1.0718844015157447,0,0,0,1
-0.9285258910578749,-0.4823591934375938,-1.0718844015157447,1,0,0,0
-0.6374223226771393,-1.5189183112502953,0.9329364235414814,0,1,0,0
-0.3708978507028689,-0.3712992879576615,-1.0718844015157447,0,0,1,0
-0.004242917551708464,-1.704018153716849,-1.0718844015157447,0,0,0,1
-1.2220277140266114,1.0724794832814584,-1.0718844015157447,1,0,0,0
0.8379766131027944,-0.445339224944283,-1.0718844015157447,0,1,0,0
0.40407046991202616,0.8503596723215938,-1.0718844015157447,0,0,1,0
-1.5920488595862092,0.25804017642862154,-1.0718844015157447,0,0,0,1
1.423704281766618,1.2575793257480123,-1.0718844015157447,1,0,0,0
1.830162930894332,0.5912198928684185,-1.0718844015157447,0,1,0,0
1.1151262340905894,-1.407858405770363,-1.0718844015157447,0,0,1,0
-0.23965064310491896,0.5541999243751077,0.9329364235414814,0,0,0,1
-1.1279033634422388,-1.6669981852235383,-1.0718844015157447,1,0,0,0
0.9911577773106993,1.294599294241323,0.9329364235414814,0,1,0,0
-0.4622574120487438,-0.4083192564509723,0.9329364235414814,0,0,1,0
1.1586655119310536,1.6647989791744306,-1.0718844015157447,0,0,0,1
0.14742702359727003,-0.2232194139844184,0.9329364235414814,1,0,0,0
0.9135700155947579,-0.3712992879576615,0.9329364235414814,0,1,0,0
0.2950903632279573,0.07294033396206771,0.9329364235414814,0,0,1,0
0.6442848113929079,-0.77851894138408,-1.0718844015157447,0,0,0,1
-0.04977623690544836,0.7763197353349723,-1.0718844015157447,1,0,0,0
1.7204622735347932,-0.4083192564509723,0.9329364235414814,0,1,0,0
0.06629932930265137,-0.5934190989175261,0.9329364235414814,0,0,1,0
0.3405814497769583,-0.6304390674108369,0.9329364235414814,0,0,0,1
0.06107739161106568,-0.4823591934375938,0.9329364235414814,1,0,0,0
